pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,2019-09-28,79.3,2.5316,5.7244,Hyun-Jin Ryu,456781,547943,null,called_strike,,12,null,R,R,L,SF,LAD,S,null,null,0,0,2019,1.3367,0.8699,1.0935,2.9434,null,null,null,0,4,Bot,null,null,431145,190928_210511,-5.6087,-115.4114,-0.9181,12.9059,21.518,-24.5093,2.9936,1.3977,null,null,null,79.114,1753,6.155,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3444,null,null,null,null,null,null,null,24,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,80.8,2.4873,5.6844,Hyun-Jin Ryu,657277,547943,strikeout,swinging_strike,,8,Logan Webb strikes out swinging.  ,R,R,L,SF,LAD,S,2,null,2,2,2019,1.2408,0.5271,0.0221,2.2108,null,null,null,2,3,Bot,null,null,431145,190928_205404,-7.8224,-117.391,-2.0815,12.8874,21.5113,-27.1401,3.4899,1.6678,null,null,null,80.71,1612,6.243,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.2564,null,null,0,1,0,0,null,19,7,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
CU,2019-09-28,73.3,2.1904,5.9388,Hyun-Jin Ryu,657277,547943,null,foul,,9,null,R,R,L,SF,LAD,S,null,null,2,2,2019,-1.4245,-1.2914,0.7017,1.6706,null,null,null,2,3,Bot,null,null,431145,190928_205335,-0.6081,-106.5728,0.8645,-10.4715,18.3366,-42.164,3.5031,1.6658,97,54.7,20.7,72.337,2598,5.604,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.8954,null,null,null,null,null,null,null,19,6,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2019-09-28,91.1,2.2906,5.7319,Hyun-Jin Ryu,657277,547943,null,foul,,2,null,R,R,L,SF,LAD,S,null,null,2,2,2019,0.9486,1.3265,-0.0532,3.1741,null,null,null,2,3,Bot,null,null,431145,190928_205318,-7.9668,-132.4872,-3.3969,12.9403,28.3083,-15.9384,3.468,1.661,null,null,null,91.446,2177,6.531,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9688,null,null,null,null,null,null,null,19,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
FC,2019-09-28,null,null,null,Hyun-Jin Ryu,657277,547943,null,foul,,null,null,R,R,L,SF,LAD,S,null,null,2,1,2019,null,null,null,null,null,null,null,2,3,Bot,null,null,431145,190928_205247,null,null,null,null,null,null,3.58,1.71,null,null,null,null,null,null,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,null,null,null,null,null,null,null,null,19,4,Cutter,0,0,0,0,0,0,0,0,Standard,Strategic
CU,2019-09-28,72.1,2.2723,5.8769,Hyun-Jin Ryu,657277,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,1,1,2019,-1.2708,-1.2749,1.2687,1.4722,null,null,null,2,3,Bot,null,null,431145,190928_205238,0.0863,-104.7246,0.9089,-8.928,20.7371,-41.6069,3.4617,1.6103,null,null,null,70.234,2624,5.319,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,55.1806,null,null,null,null,null,null,null,19,3,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2019-09-28,90.5,2.2681,5.7649,Hyun-Jin Ryu,657277,547943,null,called_strike,,4,null,R,R,L,SF,LAD,S,null,null,1,0,2019,0.7145,1.1254,-0.3075,2.4384,null,null,null,2,3,Bot,null,null,431145,190928_205224,-7.9902,-131.6675,-4.813,10.0135,26.8973,-18.1881,3.6115,1.7596,null,null,null,91.002,2050,6.519,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9808,null,null,null,null,null,null,null,19,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2019-09-28,90.8,2.4149,5.6799,Hyun-Jin Ryu,657277,547943,null,ball,,3,null,R,R,L,SF,LAD,B,null,null,0,0,2019,0.7954,1.0817,0.4779,3.5418,null,null,null,2,3,Bot,null,null,431145,190928_205209,-6.59,-132.1456,-1.8083,10.7314,26.2509,-19.1928,3.5466,1.665,null,null,null,91.458,2034,6.528,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9719,null,null,null,null,null,null,null,19,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,83.2,2.5529,5.5779,Hyun-Jin Ryu,572073,547943,strikeout,swinging_strike,,12,Joey Rickard strikes out swinging.  ,R,R,L,SF,LAD,S,2,null,3,2,2019,0.9089,0.3686,0.9504,2.487,null,null,null,1,3,Bot,null,null,431145,190928_205142,-5.5072,-121.2584,-1.4487,10.0704,21.293,-28.4104,3.0197,1.3849,null,null,null,84.109,1476,6.573,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9266,null,null,0,1,0,0,null,18,6,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-28,81.5,2.4773,5.6542,Hyun-Jin Ryu,572073,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,2,2,2019,1.1022,0.4018,1.7971,2.4713,null,null,null,1,3,Bot,null,null,431145,190928_205120,-3.6746,-118.732,-1.3292,11.1721,23.6405,-28.319,3.0999,1.4662,null,null,null,81.756,1552,6.489,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.0104,null,null,null,null,null,null,null,18,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-28,91.5,2.4626,5.7052,Hyun-Jin Ryu,572073,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,1,2,2019,0.7861,1.0676,0.8416,4.4623,null,null,null,1,3,Bot,null,null,431145,190928_205102,-5.786,-133.2509,0.405,10.5666,27.2866,-19.7217,3.1501,1.4637,null,null,null,91.783,2116,6.311,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1887,null,null,null,null,null,null,null,18,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-28,91.1,2.4297,5.6412,Hyun-Jin Ryu,572073,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,0,2,2019,0.707,1.1299,0.8211,4.6022,null,null,null,1,3,Bot,null,null,431145,190928_205043,-5.5586,-132.5882,0.8383,9.4899,26.9515,-19.1906,3.2046,1.4865,null,null,null,91.355,2100,6.323,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1762,null,null,null,null,null,null,null,18,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2019-09-28,73.1,2.127,6.0271,Hyun-Jin Ryu,572073,547943,null,called_strike,,5,null,R,R,L,SF,LAD,S,null,null,0,1,2019,-0.9572,-1.3538,-0.2415,2.4212,null,null,null,1,3,Bot,null,null,431145,190928_205022,-3.1119,-106.0922,2.6335,-6.2313,24.0674,-42.8986,3.2189,1.5327,null,null,null,71.4,2664,5.879,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.6201,null,null,null,null,null,null,null,18,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,2019-09-28,90.2,2.3928,5.6616,Hyun-Jin Ryu,572073,547943,null,called_strike,,4,null,R,R,L,SF,LAD,S,null,null,0,0,2019,1.211,0.6542,-0.4486,2.3092,null,null,null,1,3,Bot,null,null,431145,190928_205004,-9.6599,-131.2385,-3.8957,15.8556,21.82,-23.9938,3.1267,1.4376,null,null,null,91.192,2069,6.423,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.0767,null,null,null,null,null,null,null,18,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-28,78.8,2.5057,5.7032,Hyun-Jin Ryu,664041,547943,field_out,hit_into_play,,14,"Jaylin Davis grounds out softly, pitcher Hyun-Jin Ryu to first baseman Max Muncy.  ",R,R,L,SF,LAD,X,1,ground_ball,1,2,2019,1.251,0.6337,1.4443,2.3298,null,null,null,0,3,Bot,119.98,192.86,431145,190928_204927,-4.6419,-114.7292,-1.7223,11.919,20.4514,-26.4527,3.5577,1.7234,null,82.9,-20.7,79.11,1557,6.394,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1058,0.066,0.06,0,1,0,0,2,17,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,80.9,2.6078,5.6477,Hyun-Jin Ryu,664041,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,0,2,2019,1.1866,0.584,1.4597,1.4941,null,null,null,0,3,Bot,null,null,431145,190928_204909,-4.8629,-117.7842,-3.8152,12.0357,20.6737,-26.1893,3.6198,1.7569,null,null,null,81.58,1564,6.551,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9489,null,null,null,null,null,null,null,17,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-28,84.6,2.3208,5.928,Hyun-Jin Ryu,664041,547943,null,swinging_strike,,12,null,R,R,L,SF,LAD,S,null,null,0,1,2019,0.0314,0.4809,0.3035,3.8751,null,null,null,0,3,Bot,null,null,431145,190928_204855,-4.7628,-123.2454,0.4915,1.1031,20.1965,-27.5025,3.6432,1.7795,null,null,null,85.146,1943,6.192,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3071,null,null,null,null,null,null,null,17,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
FT,2019-09-28,88.4,2.5259,5.813,Hyun-Jin Ryu,664041,547943,null,called_strike,,14,null,R,R,L,SF,LAD,S,null,null,0,0,2019,1.0158,0.6907,0.9128,2.7278,null,null,null,0,3,Bot,null,null,431145,190928_204840,-6.0747,-128.7126,-2.9801,12.5359,22.9778,-24.0349,3.7002,1.8328,null,null,null,89.241,1936,6.465,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.0343,null,null,null,null,null,null,null,17,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,83.6,2.5377,5.5851,Hyun-Jin Ryu,596103,547943,field_out,hit_into_play,,14,Austin Slater grounds out to first baseman Max Muncy.  ,R,R,L,SF,LAD,X,3,ground_ball,3,2,2019,1.2696,0.1846,0.8683,1.946,null,null,null,2,2,Bot,153.5,159.33,431145,190928_203522,-6.3686,-121.6991,-2.3707,13.8726,22.463,-30.0893,3.3898,1.6127,3,77.4,-28.1,84.027,1551,6.415,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.0848,0.082,0.095,0,1,0,0,2,12,6,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82.7,2.4987,5.5977,Hyun-Jin Ryu,596103,547943,null,called_strike,,14,null,R,R,L,SF,LAD,S,null,null,3,1,2019,1.125,0.3753,1.0762,1.8584,null,null,null,2,2,Bot,null,null,431145,190928_203500,-5.4887,-120.5386,-2.9115,12.0798,19.2798,-28.1376,3.3861,1.6376,null,null,null,83.886,1561,6.588,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9119,null,null,null,null,null,null,null,12,5,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
FT,2019-09-28,91,2.4085,5.5863,Hyun-Jin Ryu,596103,547943,null,called_strike,,9,null,R,R,L,SF,LAD,S,null,null,3,0,2019,1.3357,0.5451,0.4319,1.6049,null,null,null,2,2,Bot,null,null,431145,190928_203441,-7.8118,-132.3519,-5.286,17.2979,26.0129,-24.9024,3.4314,1.709,null,null,null,91.275,2062,6.306,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1931,null,null,null,null,null,null,null,12,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
FT,2019-09-28,91.4,2.4878,5.6077,Hyun-Jin Ryu,596103,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,2,0,2019,1.6754,0.5336,1.5126,2.665,null,null,null,2,2,Bot,null,null,431145,190928_203420,-6.0366,-133.0448,-2.6947,21.0953,27.8075,-25.51,3.3766,1.6233,null,null,null,91.394,2108,6.21,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.2897,null,null,null,null,null,null,null,12,3,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82.5,2.5558,5.563,Hyun-Jin Ryu,596103,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,1,0,2019,1.4246,0.5243,1.7035,2.8223,null,null,null,2,2,Bot,null,null,431145,190928_203402,-4.6577,-120.0036,-0.6901,14.5204,24.4718,-27.2806,3.41,1.6386,null,null,null,81.952,1490,6.063,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.4362,null,null,null,null,null,null,null,12,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
FT,2019-09-28,90.8,2.4866,5.655,Hyun-Jin Ryu,596103,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,0,0,2019,1.6831,0.7399,1.3366,1.9565,null,null,null,2,2,Bot,null,null,431145,190928_203347,-6.4151,-131.9458,-4.8617,20.8531,28.5289,-22.7959,3.4462,1.7091,null,null,null,90.317,2154,6.107,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3927,null,null,null,null,null,null,null,12,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82.7,2.4389,5.5855,Hyun-Jin Ryu,607680,547943,field_out,hit_into_play,,14,"Kevin Pillar grounds out softly, second baseman Gavin Lux to first baseman Max Muncy.  ",R,R,L,SF,LAD,X,4,ground_ball,2,1,2019,1.2864,0.6321,0.8653,1.7937,null,null,null,1,2,Bot,128.55,157.59,431145,190928_203314,-6.0797,-120.3046,-3.4059,13.619,21.943,-25.6115,3.2217,1.5099,11,59.1,-8.3,82.85,1538,6.272,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.2273,0.066,0.05,0,1,0,0,1,11,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
CH,2019-09-28,83.8,2.5285,5.593,Hyun-Jin Ryu,607680,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,1,1,2019,1.3777,0.5136,1.0543,0.9527,null,null,null,1,2,Bot,null,null,431145,190928_203254,-6.1277,-121.9043,-5.3465,14.928,22.9527,-26.2382,3.3158,1.5741,null,null,null,84.004,1548,6.346,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1536,null,null,null,null,null,null,null,11,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-28,90.7,2.4347,5.6577,Hyun-Jin Ryu,607680,547943,null,called_strike,,1,null,R,R,L,SF,LAD,S,null,null,1,0,2019,0.8563,1.1727,-0.3662,2.8962,null,null,null,1,2,Bot,null,null,431145,190928_203239,-8.8216,-131.8182,-3.5001,11.7724,26.2404,-17.9629,3.289,1.59,null,null,null,90.869,2078,6.319,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.181,null,null,null,null,null,null,null,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,2019-09-28,87,2.2744,5.8285,Hyun-Jin Ryu,607680,547943,null,ball,,13,null,R,R,L,SF,LAD,B,null,null,0,0,2019,-0.1658,0.7019,-1.8867,1.8787,null,null,null,1,2,Bot,null,null,431145,190928_203223,-9.5653,-126.2845,-4.7065,-0.0081,23.1851,-24.0518,3.2492,1.5798,null,null,null,86.658,2100,5.989,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.5101,null,null,null,null,null,null,null,11,1,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-28,92,2.3167,5.7021,Hyun-Jin Ryu,446334,547943,field_out,hit_into_play,,1,Evan Longoria pops out to second baseman Gavin Lux.  ,R,R,L,SF,LAD,X,4,popup,2,2,2019,0.5357,1.167,-0.5881,3.2941,null,null,null,0,2,Bot,129.68,140.9,431145,190928_203149,-8.5043,-133.802,-2.8051,8.1561,27.1071,-17.8004,3.6958,1.7497,145,59.1,52.2,92.061,2095,6.219,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.2809,0.06,0.047,0,1,0,0,1,10,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FT,2019-09-28,90.9,2.4561,5.6764,Hyun-Jin Ryu,446334,547943,null,foul,,8,null,R,R,L,SF,LAD,S,null,null,2,1,2019,1.2375,0.6491,0.1852,2.305,null,null,null,0,2,Bot,null,null,431145,190928_203121,-8.3423,-132.1078,-3.9544,16.2252,26.0806,-23.9449,3.6984,1.7547,null,null,null,91.198,2112,6.375,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1247,null,null,null,null,null,null,null,10,4,2-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,2019-09-28,86.6,2.2041,5.8753,Hyun-Jin Ryu,446334,547943,null,ball,,11,null,R,R,L,SF,LAD,B,null,null,1,1,2019,-0.4099,0.691,-1.3002,3.5061,null,null,null,0,2,Bot,null,null,431145,190928_203101,-7.5097,-125.9503,-0.9003,-2.9914,22.9726,-24.8621,3.6686,1.7556,null,null,null,86.657,2114,6.127,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3724,null,null,null,null,null,null,null,10,3,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
FC,2019-09-28,85.7,2.3279,5.9004,Hyun-Jin Ryu,446334,547943,null,ball,,11,null,R,R,L,SF,LAD,B,null,null,0,1,2019,-0.4665,0.7605,-0.083,4.9312,null,null,null,0,2,Bot,null,null,431145,190928_203046,-4.742,-124.7446,2.3908,-3.9767,22.7789,-24.9275,3.6689,1.759,null,null,null,85.589,2130,5.995,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.5048,null,null,null,null,null,null,null,10,2,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard
CU,2019-09-28,71.6,2.3928,5.9337,Hyun-Jin Ryu,446334,547943,null,called_strike,,8,null,R,R,L,SF,LAD,S,null,null,0,0,2019,-1.2944,-1.0946,0.1334,1.7788,null,null,null,0,2,Bot,null,null,431145,190928_203030,-2.3126,-104.0248,1.0804,-8.6596,17.793,-40.2892,3.7301,1.722,null,null,null,70.197,2577,5.318,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,55.1812,null,null,null,null,null,null,null,10,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard
FF,2019-09-28,92.4,2.2675,5.6536,Hyun-Jin Ryu,457763,547943,field_out,hit_into_play,,5,"Buster Posey grounds out, shortstop Corey Seager to first baseman Max Muncy.  ",R,R,L,SF,LAD,X,6,ground_ball,3,2,2019,0.8616,1.1923,-0.2445,2.3111,null,null,null,2,1,Bot,107.78,147.65,431145,190928_202228,-8.3289,-134.3169,-5.3174,12.3363,29.6675,-16.6804,3.3781,1.5267,7,94.2,-18.3,92.729,2154,6.587,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9125,0.129,0.11,0,1,0,0,2,6,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82.5,2.6839,5.5709,Hyun-Jin Ryu,457763,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,2,2,2019,0.9841,0.5127,1.4692,2.0668,null,null,null,2,1,Bot,null,null,431145,190928_202200,-4.6758,-120.1238,-2.4934,10.409,22.0817,-26.9461,3.37,1.5995,null,null,null,82.759,1538,6.314,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1856,null,null,null,null,null,null,null,6,5,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82.8,2.5885,5.5907,Hyun-Jin Ryu,457763,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,1,2,2019,1.0275,0.3495,1.0334,0.4287,null,null,null,2,1,Bot,null,null,431145,190928_202137,-5.6071,-120.4102,-6.0444,11.1619,21.9393,-27.8113,3.4729,1.588,null,null,null,83.483,1418,6.638,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.8616,null,null,null,null,null,null,null,6,4,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic
FC,2019-09-28,87,2.2692,5.8225,Hyun-Jin Ryu,457763,547943,null,swinging_strike,,1,null,R,R,L,SF,LAD,S,null,null,1,1,2019,-0.2659,0.494,-0.7042,2.9298,null,null,null,2,1,Bot,null,null,431145,190928_202119,-6.5965,-126.644,-1.8345,-1.6582,23.4788,-26.6767,3.37,1.5693,null,null,null,87.462,1989,6.355,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1447,null,null,null,null,null,null,null,6,3,Cutter,0,0,0,0,0,0,0,0,Standard,Strategic
CU,2019-09-28,71.4,2.1735,5.906,Hyun-Jin Ryu,457763,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,0,1,2019,-1.1681,-1.2312,3.0771,3.4954,null,null,null,2,1,Bot,null,null,431145,190928_202102,3.6783,-103.6991,4.8154,-8.9144,17.7699,-41.9739,3.368,1.5012,null,null,null,70.711,2600,5.914,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.586,null,null,null,null,null,null,null,6,2,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic
FF,2019-09-28,91.3,2.3065,5.6964,Hyun-Jin Ryu,457763,547943,null,swinging_strike,,11,null,R,R,L,SF,LAD,S,null,null,0,0,2019,1.03,1.0617,-0.1369,3.6146,null,null,null,2,1,Bot,null,null,431145,190928_202046,-8.4061,-132.8139,-1.6884,13.992,26.531,-19.3369,3.4466,1.6364,null,null,null,91.877,2080,6.502,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.997,null,null,null,null,null,null,null,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic
CH,2019-09-28,82,2.6448,5.5725,Hyun-Jin Ryu,643289,547943,strikeout,swinging_strike,,9,Mauricio Dubon strikes out swinging.  ,R,R,L,SF,LAD,S,2,null,2,2,2019,0.9913,0.3815,0.5082,1.4687,null,null,null,1,1,Bot,null,null,431145,190928_202018,-6.7947,-119.2034,-3.4064,10.8872,25.1398,-28.0397,3.172,1.5172,null,null,null,82.025,1429,6.583,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9168,null,null,0,1,0,0,null,5,6,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
FC,2019-09-28,86,2.3926,5.8299,Hyun-Jin Ryu,643289,547943,null,foul,,6,null,R,R,L,SF,LAD,S,null,null,2,2,2019,-0.4212,0.2597,0.648,2.6293,null,null,null,1,1,Bot,null,null,431145,190928_201925,-3.2791,-125.2359,-1.9247,-3.8189,22.6462,-29.3144,3.2183,1.4877,null,null,null,85.976,2160,5.999,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.5,null,null,null,null,null,null,null,5,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,80.5,2.7314,5.6201,Hyun-Jin Ryu,643289,547943,null,ball,,14,null,R,R,L,SF,LAD,B,null,null,1,2,2019,1.1271,0.5003,1.5801,2.0345,null,null,null,1,1,Bot,null,null,431145,190928_201858,-4.6963,-117.2887,-2.3139,11.2688,19.9669,-27.3272,3.1934,1.5189,null,null,null,80.986,1427,6.328,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.1718,null,null,null,null,null,null,null,5,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,81.2,2.5971,5.7207,Hyun-Jin Ryu,643289,547943,null,swinging_strike,,9,null,R,R,L,SF,LAD,S,null,null,1,1,2019,1.0874,0.7686,0.7112,1.4899,null,null,null,1,1,Bot,null,null,431145,190928_201837,-6.3662,-118.172,-4.4366,11.4579,20.0272,-24.2631,3.1451,1.5163,null,null,null,82.115,1648,6.651,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.8482,null,null,null,null,null,null,null,5,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CU,2019-09-28,72.6,2.3681,5.9579,Hyun-Jin Ryu,643289,547943,null,called_strike,,9,null,R,R,L,SF,LAD,S,null,null,1,0,2019,-1.3954,-1.2712,0.6021,1.8771,null,null,null,1,1,Bot,null,null,431145,190928_201820,-1.2196,-105.426,1.3608,-9.7028,19.4809,-41.7694,3.138,1.4797,null,null,null,70.764,2552,5.169,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,55.3304,null,null,null,null,null,null,null,5,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2019-09-28,88.1,2.4975,5.7107,Hyun-Jin Ryu,643289,547943,null,ball,,12,null,R,R,L,SF,LAD,B,null,null,0,0,2019,1.1507,0.4181,1.4236,2.2739,null,null,null,1,1,Bot,null,null,431145,190928_201803,-4.9638,-128.1693,-3.0755,13.6182,27.5549,-27.187,3.1319,1.4019,null,null,null,87.703,1929,6.143,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3564,null,null,null,null,null,null,null,5,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
CH,2019-09-28,81.1,2.5919,5.6731,Hyun-Jin Ryu,456781,547943,strikeout,foul_tip,,14,Donovan Solano strikes out on a foul tip.  ,R,R,L,SF,LAD,S,2,null,2,2,2019,1.2156,0.4705,1.3155,1.84,null,null,null,0,1,Bot,null,null,431145,190928_201733,-5.2247,-118.0176,-2.8757,12.4397,22.0746,-27.3988,3.1734,1.4807,null,null,null,81.591,1409,6.581,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,53.9185,null,null,0,1,0,0,null,4,8,Changeup,0,0,0,0,0,0,0,0,Standard,Standard
CU,2019-09-28,72.9,2.306,6.0248,Hyun-Jin Ryu,456781,547943,null,foul,,14,null,R,R,L,SF,LAD,S,null,null,2,2,2019,-1.3061,-1.1354,0.8985,2.0282,null,null,null,0,1,Bot,null,null,431145,190928_201659,-0.6351,-106.0947,1.2323,-9.4952,18.6572,-41,3.1052,1.3827,null,null,null,71.996,2643,5.652,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.8479,null,null,null,null,null,null,null,4,7,Curveball,0,0,0,0,0,0,0,0,Standard,Standard
FT,2019-09-28,90,2.5772,5.7982,Hyun-Jin Ryu,456781,547943,null,foul,,12,null,R,R,L,SF,LAD,S,null,null,2,2,2019,1.4535,0.6462,0.8882,2.4443,null,null,null,0,1,Bot,null,null,431145,190928_201635,-7.2276,-130.8478,-3.6979,18.1098,27.284,-24.2422,3.1428,1.4512,null,null,null,89.771,2049,6.171,566550,547943,431145,571970,666158,607461,608369,621035,641355,592626,54.3283,null,null,null,null,null,null,null,4,6,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard
